,id,spam,file,words
2581,2581,0,00788.cae8367898a24746723decabdd20ac38,"lairxentcom technologies smtprs whumpcom message framework ""free"" elvis costello trojan horse drm malware bill humphries x-mailer apple mail precedence friends rohit khare friend dublin mailing sunday times i've advised running machine dangerous get whump ---- bill humphries"
2582,2582,0,00556.eea9a26e128c1b4b676b4180adbd547a,"lairxentcom isolnetsuxtechmonkeysnet invoked uid cdale paul chvostek snow precedence friends rohit khare september haiku freezing ass air conditioning high heats small apartment cindy mississippie one's geege paul chvostek wrote tell i'm one without air conditioning maybe i'll move canmore swerve wrote moo hahahaha need smoke stop heatwave bring winter bring fall swerve shut bye take stocks mathematics anyway"" --huckleberry finn"
2583,2583,0,00297.be029fdbe088fc14a8124640f0bb053e,"phoboslabsnetnoteinccom phobos lairxentcom lucas gonze x-x-sender fork gov gets tough net userser pirates precedence friends rohit khare creator didnt say could without paying theft simple hell that's even major holy books wow i've got great idea i'll hire skywriter write ""you can't look without paying"" lock everybody looked pay can't fail jesus side"
2584,2584,0,02030.596414a1b7f0e928af1b40535a6cc0ca,zawodny days url seems body runs hour clock usually tending closer hours really drives nuts sometimes scheduling real pain ass times like i'm even close
2585,2585,0,02031.b9ff23aa908548b80f2a19f81b9fa700,fark smurfs pasta thank goodness chef boyardee url [img
2586,2586,0,02055.80f7eff41824e0337e453a988ceda994,ask ufos sky url yesterday viridiana came place dragged look sky beautiful odd colors light obviously wondered today jim explains rocket test vandenburg air force neat bit blurred saw much street light make good photo happy found photo nasa
2587,2587,0,01203.a19fd2f1ffc3d70528bd30e76a7e35d5,egwnnet egwnnet yakfluidcom egwnnet leftyfluidcom yakfluidcom troy engel organization fluid user-agent linux en-us x-accept-language en-us alsa problem null kernel references x-mailscanner found clean found clean precedence reply-to x-reply-to freshrpms rpm discussion list x-original-date matthias saou wrote i'd like aks rpm-zzzlist would new dependency alsa-lib package many packages ogle problem freshrpmsnet packages really feel like blending alsa especially since i've spent time recompiling alsa-kernel package psyche kernels know lot alsa use custom kernels many machines would mean order get mplayer work i'd first compile custom kernel kernel since installed would mean alsa-libs guess short shipped kernel used i'd --with-alsa -te troy engel systems engineer cool side pillow _______________________________________________ rpm-list mailing list
2588,2588,0,00632.5aaf2a16e34b00ee971d17bd4343e61e,"lairxentcom homerperfectpresencecom homerperfectpresencecom ""geege schuman"" ""tom"" hettinga"" meetings hottest place meet women big bucks x-priority x-msmail-priority normal x-mailer microsoft outlook imo build importance normal x-mimeole produced microsoft mimeole x-antiabuse header added track abuse please include abuse report x-antiabuse primary hostname homerperfectpresencecom x-antiabuse original domain x-antiabuse x-antiabuse address domain barreraorg precedence friends rohit khare advice lovelorn haiku serendipity pilots synchronicity turn next corner -----original message----- behalf tom sent wednesday september hettinga meetings hottest place meet women big bucks hettinga wrote --]aa meetings hottest place meet women big bucks always take page fight club start showing sorts support groups look marla jack ""jack can't parasites take blood parasites marla want brain parasites opens another dryer thing jack okay i'll take blood parasites i'll take organic brain dementia marla want jack can't whole brain marla far four two jack well take blood parasites three marla three that's six seventh want ascending bowel cancer jack want ascending bowel cancer marla that's favorite tried slip jack we'll split get first third sunday month marla deal"""
2589,2589,0,01082.39917c590e0204c5de0142acd3fb3d08,gmt python matthias saou references organization electronic group interactive x-mailer sylpheed version reply-by x-operating-system power x-message-flag try using real operating system power precedence reply-to freshrpms rpm discussion list x-original-date upon time peter wrote harri haataja wrote local one main upgrades somewhere plus olen ajatellut pystyttää itselleni lokaalin apt-varaston kun suomesta tunnu löytyvän julkista peiliä osaisitko avittaa hiukan asiassa eli kuinka lähteä ensin kannattanee peilata varsinainen rhn rpmt jostain vaan millä softalla mistä tuo kannattaa tehdä wow finnish seems even complicated german could send english translation next really understand thing assume i'm one matthias matthias saou world trade center ------------- edificio norte planta system network engineer barcelona spain electronic group interactive phone _______________________________________________ rpm-list mailing list
2590,2590,0,01637.cd9dec755fc9e6d819137b8e0111e031,[spambayes] [python-dev] getting started gbayes testing references september anthony baxter said snippet hopefully enough trigger spam-filters aside one best ways dodge spamassassin header list traffic meet criterion alternately whitelist mail work spammers get ahold list address usually seems take months greg greg ward gee feel kind light head knowing can't make satellite dish payments
2591,2591,0,01925.bf3c999d8afa02dda7e5cbadb2590c56,diveintomark maps url _mark tosczak_ new way read see map-navigation software dubbed blind audio tactile mapping system takes digital map information provides nonvisual feedback user moves cursor across
2592,2592,0,00922.699506b21f6625eaaa1482c7fa034e1d,phoboslabsnetnoteinccom phobos neopittstateedu neopittstateedu references greenberg justin shore [satalk] patented ideas precedence talk spamassassin x-original-date greenberg wrote wrote nature patent putting warrant mark rfc allow senders warrant mail use copyright trademark infringement habeas enforce warranty envision verisign something like yeah like want verisign sign spam mail pay enough they'd probably sign spam justin shore es-ss es-ssr pittsburg state university network systems manager ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ spamassassin-talk mailing list
2593,2593,0,01695.5914721a121b85cfdc0e39bf4b4e8970,"van [spambayes] ditching wordinfo message ""fri pdt"" references yeah that's exactly doing--i realize incurring administrative pickle bloat way i'm specifically trying make things faster smaller i'm storing individual wordinfo pickles anydbm dict result almost times faster score messages one per run procmail worthwhile however say place goal project make fastest smallest implementation guess i'll hold performance tuning goal starts point direction seconds probably fast enough people use procmailrc maybe batch messages using fetchmail ask adding seconds per message batch feels like real wait --guido van rossum page"
2594,2594,0,00781.f2f409be2c85d1303022b58db1551d85,"lairxentcom catsucscedu tycho catsucscedu ""jim whitehead"" climate goodbye global x-priority x-msmail-priority normal x-mailer microsoft outlook imo build importance normal x-mimeole produced microsoft mimeole x-ucsc-cats-mailscanner found clean precedence friends rohit khare let's bring data discussion graph derived vostok ice core samples temperature fluctuations past recent high-resolution studies historical concentrations temperatures hundreds thousands years shown modest correlation two number cases level increases phase temperature increases actually trail increase temperature short time increases temperature preceded increases concentrations studies done geological record seems concentrations correlated temperature increases significantly causative based vostok data right strong correlation temperature concentrations always appear causal respect absolute concentrations also important point best data suggests follow fairly regular cycle period years also correct peak cycle ppm happens current concentrations within previous cyclical concentration peaks good data correct mauna loa data show current concentrations recorded value past years furthermore concentrations growing every years much faster recorded increase vostok data perhaps vostok data capable fine words adding levels adding levels look following chart concentrations since ""historical increase years unprecedented vostok record clear rate change decreasing compelling explanation increase except anthropogenic input really fringe debating even global warming skeptics generally concede point looks lot like would building molehill top mountain historical record least nothing anomalous current concentrations wrong current levels currently unprecedented past years unless mechanism allows levels quickly spike return back ""normal"" background levels hence spike might show ice still around reached ppm level even would hard time arguing away also levels interact biosphere manner ultimately affects temperature interaction entirely predictable believed one regulating negative feedback systems mentioned yes clouds oceans big unknown still know ocean water finite capacity store world temperature increase seattle-like weather time effects would enormous last greenhouse gases particularly potent although makes volume cases gases water methane far greater impact greenhouse gases per molecule basis water vapor actually key greenhouse gas something indirectly effects interaction biosphere correct data relative contributions greenhouse gasses note methane concentrations higher pre-industrial levels cows farting rice paddies methane also contributor formation atmospheric water vapor another clearly anthropogenic increase greenhouse gas i'm favor reductions methane levels well data water vapor easy mark early environmentalism recent studies data i've seen gives impression largely passenger climate ride rather driver tend think holistic techical approaches would work best reducing global warming favor energy policy mix solar wind nuclear carbon-based combustion using renewable sources c-h bonds aggressive pursuit carbon sink strategies also makes sense trees deep underground approaches involve reductions lifestyle ""sustainable"" level unrealistic americans surprised number climate change researchers driving california showed last year's energy crisis shifts patterns consumption possible improved efficiency easy sell jim"
2595,2595,0,02441.231d03774c8f1725c43fdc85fed114ef,"gmt x-egroups-return nnfmp x-sender x-apparently-to invoked unknown qmqp unknown nnfmp user-agent x-mailer yahoo groups message poster ""uncle_slacky"" x-originating-ip x-yahoo-profile uncle_slacky mailing-list list contact mailing list precedence [zzzzteana] argh reply-to --- goddess chick wrote official i'm failure moderately famous schoolmates freelance tech journos one gordon laing used editor personal computer world page seems pop frequently zdnet publications reveals accurate statement ""nobody mournfully better satisfaction knowing former raving bald stole latter's girlfriend yes nearly forgot ramon tikaram who's gone ""cutthroat island"" series ""this life"" reached dizzying heights ""crossroads"" half bad musician actually year two uni i'm sure counts uncle oxfnord alan bennett others whose names forget wife tells someone school became one teletubbies another rev joe might movie special-effects wizard called bellamy ""pete"" definitely rob time nearly knocked harold wilson train unsubscribe group send email use yahoo groups"
2596,2596,0,00980.c44ba5c1509adaeba8e9e496c91aef25,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom pacific-carrier-annexmitedu grand-central-stationmitedu pacific-carrier-annexmitedu manawatu-mail-centremitedu grand-central-stationmitedu multicsmitedu manawatu-mail-centremitedu multicsmitedu jacob morzinski sorting x-loop precedence reply-to discussion list exmh users rick baartman wrote way global sort wanting sort like common i'd surprised exmh widget achieve want command-line tools though suggest following shell prompt 'for ""`folders -recurse -fast`"" sortm done' command ""sortm"" sort particular folder ""folders -recurse -fast"" prints list hope helps jacob morzinski _______________________________________________ exmh-users mailing list"
2597,2597,0,02364.30b936d4dfbe3edf7fdadf0a0c1ffd10,"boingboing city planning funnies url supplied conference cory told book called ""the life death great american cities"" jane jacobs metropolis magazine comic strip ben katchor seems resonate cory told book cities die mixed used areas changed single use areas"
2598,2598,0,02282.600d0cbbcde2ef57a436ea913c7b4dd6,guardian bush veto middle east talks url humiliating rebuff blair initiative comes days plan announced labour conference
2599,2599,0,01576.6b733eba3bd6a287e0ef2a99b9afbd68,"webnotenet webnotenet rancorjedinet rancorjedinet josh hildebrand [razor-users] references content-disposition inline user-agent precedence x-original-date answer faq would recommended answer chmod add ask procmail still -rwsr-sr-x root mail things seem working far eugene chiu wrote theo thank much solves problem eugene -----original message----- behalf theo van dinter sent september eugene chiu [razor-users] eugene chiu wrote check skipped bad file descriptor insecure dependency open runn ing setuid line line computer maintenance folder looks like running via procmail permissions ""insecure dependency"" screams ""i'm taint mode"" typical problem procmail permissions fact problem easy solution put procmailrc randomly generated tagline ""the bus heat blew wind used driver's legs first line defense accident"" unknown bus ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ razor-users mailing list josh hildebrand email digital sluice pager phone efax ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ razor-users mailing list"
2600,2600,0,00162.02738313b3d9cf5812167de5493c6852,"spamassassintaintorg x-egroups-return nnfmp x-sender x-apparently-to invoked unknown qmqp unknown rheniumbtinternetcom x-mailer microsoft outlook express macintosh edition zzzzteana x-priority ""tim chapman"" x-yahoo-profile mailing-list list contact mailing list precedence [zzzzteana] astro bits reply-to hubble spots icy world far beyond pluto ------------------------------------------ astronomers discovered distant body appears largest object kuiper belt body half size pluto raises new questions definition planet icy world dubbed ""quaoar"" astronomers slice dice galaxies ----------------------------------- new views star birth heart spiral galaxy seen state-of-the-art astronomical instrument first night new spectrometer revolutionary ability 'slice' object sky sections producing three dimensional view conditions throughout entire galaxies single observation ------------------------ yahoo groups sponsor sell home ease unsubscribe group send email use yahoo groups"
2601,2601,0,00601.3db4b70f50e83050fcec38b75dee609e,lairxentcom advantageservicesnet durnik advantageservicesnet wanna buy x-priority x-msmail-priority normal x-mailer microsoft outlook cws build x-mimeole produced microsoft mimeole importance normal x-note e-mail scanned wddxnet servers spam x-note please send abuse reports thank precedence friends rohit khare told take anything read pravda grain salt article certainly looks impressive paired together one associated press concept makes shudder imagining easy must smuggle things around parts europe right hopefully imagination michael cummins fort lauderdale ---------------------------------------------------------------------------- ---- soviet nukes lost ukraine ---------------------------------------------------------------------------- ---- ukraine-iraq arms deals alleged tim vickery associated press writer ---------------------------------------------------------------------------- ---- rohit khare wish best luck search found special lady intentionally looking elsewhere never know lurks around every corner love certainly agenda --------------------------------------------------------------- scanned viruses advanced mail servers advantageservicesnet
2602,2602,0,02133.fa79ba4d4cc50dc7a06841fac00bae2f,ask ufos sky url yesterday viridiana came place dragged look sky beautiful odd colors light obviously wondered today jim explains rocket test vandenburg air force neat bit blurred saw much street light make good photo happy found photo nasa
2603,2603,0,02387.9d5f4f48c229943053ee40235b3fd75c,guardian smell like team spirit url safe bet kurt cobain hated sports look england football team difficult agree writes
2604,2604,0,01279.8cd7c5fcfd7a06b4e2b066a7c76846fe,egwnnet egwnnet postipphtvfi egwnnet postipphtvfi dma dvd drive ville references x-mailer ximian evolution x-mailscanner found clean found clean x-mime-autoconverted quoted-printable egwnnet precedence reply-to freshrpms rpm discussion list x-original-date matthias saou wrote guess i'll settle link change described putting dma tip %description thanks i'll sleep better skyttä villeskytta ikifi _______________________________________________ rpm-list mailing list
2605,2605,0,01214.7c4b7b61391c72f324a17a04b680c30c,"egwnnet egwnnet bobdudexnet egwnnet bobdudexnet x-originating-ip angles puglisi"" use new apt null content-disposition inline x-mailer anglemail phpgroupware x-mailscanner found clean found clean precedence reply-to freshrpms rpm discussion list x-original-date matthias saou red hat really recommend trying upgrade betas beta final release either simply backup reinstall cleanly it'll save hassles get cleanest possible system think probably best way think upgrading always automatically get latest feature enabled config file would rather take easy update config file get rpmnew instead rpmsaved get less calls support way anyway tons media files probably gigs least laptop's cdrom takes time compressing media files dumb already compressed dumb question backup huge network backup another box tape drive maybe box large much free space could take backup space computer large much free media files backed cd's came yes learned used cds make inexpensive backup copy shelf want re-rip crap that's ""angle"" geometry _______________________________________________ rpm-list mailing list"
2606,2606,0,01587.574845236697b5ca4b2133ec681b224a,easydnscom maileasydnscom colin viebrock reply-to organization easydns technologies inc user-agent windows en-us x-accept-language en-ca en-us references [razor-users] bug still precedence x-original-date heard anything excuse repost bugs reported somewhere bug colin ------------------------------------------------------- sfnet email sponsored bythinkgeek welcome geek heaven _______________________________________________ razor-users mailing list
2607,2607,0,00087.03a92f5753c44cb83d28837121d82b06,"phoboslabsnetnoteinccom phobos lairxentcom argotech argotech userid java kiddies precedence friends rohit khare reza b'far wrote thread kind surprises started coding java think looks like case ""my experience comprehensive your's anecdotal know they're talking about"" people pay wages give flyin' heck programming write things want work experience care work certainly particular work they've already got work client's systems limited experience java started years ago support linux terrible ran away screaming come back yet microsoft announced plan remove java windows took already installed service pack somehow can't imagine removing ability run programs forces developer solve problems memory can't say spend noticeable amount time memory management issues apart fact frequently need design patterns architecture high level stuff problem requires application ""design pattern"" solve trivial anyway irrespective language amazed amount time wasted people talking low problems solved million times appear gratuitously asserting programmers waste time irrelevant low-level problems java programmers depends entirely programmer language java programming language also platform buzzword monolithic set api's crap load different api's slicing dicing problems different unsupported assertion program type high complexity written possibly think could port different platforms within magnitude cost java dunno ported wee program darwin powerpc minutes yesterday sure badly designed would times size harder port depended unavailable libraries would much harder portable code easy port least case language used available target platform also run arm systems proper java makes sense scientific business project depend java imho reduces dependence entities developer much easier reverse engineer java reverse engineer pay good programmer solve problem else get kids hack spaghetti fortran language pay maintenance headaches infinitum hardware getting fast i'm sure performance java relevant whoah performance matters every day i'm taking time write email waiting job sure could wait years everyone's fast enough generate random ec's time twit able program inefficient code fast enough market overrun competitors people end goal scientific business problem solved yes problems languages java smalltalk others think high level low level thinking bits bytes takes much gray matter away real important true admit everything mea maxima culpa working makes spend day thinking base rank thoughts hard-core bitography actually spend time thinking high-level mathematics computer scientists insist solving problems dunno frankly see relevance issue hand i'm sure java fine stuff whatever horses courses bye rob `-' `-' `-' `-' `-' `-'"
2608,2608,0,02477.07b2069e9827cfd6f97d07eea2913d57,"mailpythonorg gmt localhostlocaldomain mailpythonorg mailpythonorg sundogdemoncouk richie hindle ""moore paul"" [spambayes] current version organization entriancom references x-mailer forte agent precedence list reply-to discussion list pythonic bayesian classifier [paul moore] let's walk run end using zodb case i'd like additional installation burden ship binaries windows technical reasons understand versions core bsddb code ship sleepycat license demands projects using must published-source problem want spambayes fully psf-licensed someone wants take spambayes source fund addictions creating commercial closed-source spam-filter product psf license allows code relies bsddb i'm favour people making money spambayes psf license allow nothing slightly concerned since plabs announced integrating bsddb python going make easy someone write code uses anydbm wrap ship commercial license knowing they're breaking sleepycat license they've never heard sleepycat software even bsddb far they're concerned ""bsddbpyd"" file tells need ship another part python like _socketpyd selectpyd richie hindle _______________________________________________ spambayes mailing list"
2609,2609,0,00208.f6805ede51fb25adfc2bebfa72e70f3b,phoboslabsnetnoteinccom phobos lughtuathaorg lugh lughtuathaorg lughtuathaorg x-authentication-warning lughtuathaorg host claimed bolshwanadoofr dave bolshwanadoofr local david neary [ilug] find biggest file references content-disposition inline user-agent precedence irish linux users' group philip reynolds wrote inn share's lines wisdom included hiall anyone know list biggest file root second biggest etc want find reason cause root full find -name xargs sort smallest files listed first largest end want get largest files pipe tail adding sort options piping head instead might better idea tail needs read teh whole buffer head reads first lines cheers dave david neary marseille france e-mail irish linux users' group information list maintainer
2610,2610,0,01768.d947c066118f7fe81e5d4b45fc572f94,phoboslabsnetnoteinccom phobos [use perl] headlines precedence list x-bulkmail use perl daily headline mailer net perl working together posted pudge tuesday august copyright pudge rights reserved message subscribed use perl stop receiving messages use perl add messages change preferences please user page log change preferences
2611,2611,0,02457.b9ce53f6744f6deb11a365882297639d,petting-zoonet gmt petting-zoonet userid old-return-path petting-zoonet petting-zoonet man uses cell phone take snap inside schoolgirl's skirt resent-message-id resent-from x-mailing-list x-loop precedence list resent-sender resent-date forwarded-by william knowles mainichi shimbun kashiwa chiba man arrested using camera-equipped mobile phone take photo inside schoolgirl's skirt rode escalator police said toyokazu hamano company employee noda chiba prefecture arrested breaking chiba prefectural government law forbidding people creating public nuisance hamano admits allegations police said hamano riding behind girl escalator kashiwa station took mobile phone held underneath girl's skirt took photo girl alerted presence noise emitted phone camera's shutter turned around catch hamano hands legs
2612,2612,0,00214.ccc58960373c957d965f300ace6c9576,"phoboslabsnetnoteinccom phobos lughtuathaorg lugh lughtuathaorg lughtuathaorg x-authentication-warning lughtuathaorg host claimed internet mail service ""brian o'donoghue"" [ilug] [ot] dell machine giving hassle x-mailer internet mail service precedence irish linux users' group iknow blatantly i'm beginning insane old dell dimension xps sitting corner decided put use know working pre stuck corner plugged hit power nothing happened opened look say nothing much little orange led comes plug that's googling found reference re-seating parts change problem i'm since power supply dell specific one atx block looks like one old power connectors cant figure weather mobo prob psu prob futily try drag back want install linux get working anyone knows problem might give shout getting little orange led plug psu probably working irish linux users' group information list maintainer"
2613,2613,0,00082.b40e4eedafc60aef72a0a0cbb63c2406,"phoboslabsnetnoteinccom phobos lairxentcom hotmailcom mail pickup service hotmailcom microsoft smtpsvc x-originating-ip ""mr fork"" references java kiddies x-priority x-msmail-priority normal x-mailer microsoft outlook express x-mimeole produced microsoft mimeole x-originalarrivaltime precedence friends rohit khare hardware getting fast i'm sure performance difference java relevant out-of-the-box parsing transform xml java slower hardware matter"
2614,2614,0,01020.5476f3169409fc3128ed353f765869a6,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom x-mailer exmh version x-url x-image-url bad behaviours references rick baartman x-loop precedence reply-to discussion list exmh users i've never understood mouse buffer operation exmh either here's behaviour exmh xemacs windows terminal window also running enlightenment select text exmh window highlighted paste anything else select click highlighting paste recently-selected text exmh old selection select xemacs leave highlighted paste exmh sedit window longer highlighted paste old selection live behaviour except one additional thing nothing highlighted paste exmh different paste windows specific here's gets pasted nothing highlighted application gets pasted xemacs whatever last selected unless last selected exmh xterm xemacs abiword nothing nedit nothing sedit whatever last highlighted sedit overwritten last needs amplification highlight something sedit obviously that's gets pasted highlighting gets pasted last highlighted sedit last highlighted typed ""type kills sel"" seems exmh sedit oddballs often try paste something sedit end muttering rick _______________________________________________ exmh-users mailing list"
2615,2615,0,00979.9eef0c20fa5a680d5d4d5b752bbf9453,listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom whatexitorg joiseywhatexitorg whatexitorg sorting tom reingold x-mailer exmh version x-uri x-image-url message rick baartman pdt x-loop precedence reply-to discussion list exmh users pdt rick baartman wrote sorry clear transferring messages inbox folders since recent oldest appear folders wrong order need re-sorting gotcha think exmh command line use ksh `folders -fast -r` echo sorting sortm done could take long time work use outlook ick hate things right like making indices folder also message size sort column instantly believe possible compliant reader provided server makes indices facing fact exmh left behind industry standards use personal mail mail server runs unix connect ssh tunnel traffic ssh slow link makes exmh slow mime handling pretty bad compared modern mailers scared move i've using nmh since exmh since years long time _______________________________________________ exmh-users mailing list
2616,2616,0,01385.2bd848b0b7319c71ebe0fb9282a0a814,phoboslabsnetnoteinccom phobos hippostarcouk matt_linux hippostarcouk via smtpd usw-sf-listssourceforgenet invoked unknown matt sergeant user-agent linux en-us x-accept-language en-us urban boquist [satalk] slow message references precedence talk spamassassin x-original-date urban boquist wrote run spamassassin message seems hang memory usage goes stays let run hour killed yes know bit slow still anyone else confirm maybe upgrade run mails large people tend ignore mails larger spamassassin processing kills performance known issues parsing html parsing stuff much improved we're soon nothing that's likely fixed perhaps though matt ------------------------------------------------------- sfnet email sponsored bythinkgeek welcome geek heaven _______________________________________________ spamassassin-talk mailing list
2617,2617,0,01941.37649e11410be2f2e3b9edb8753b4d8a,fark photoshop squirrel tuning turning dropping url
2618,2618,0,02038.66020ba7bdc7df1d4254b6371d688e14,"ask stupid url jeremy writes people ignore basic language rules entirely agree writing ""how best way make shift attention respect away really fast another pet peeve speaking english regular basis bit three years even grok difference ""you are"" ""your"" mjd wrote clpm said yapc movie ""you"
2619,2619,0,01221.84df71e86c3f6a71a7cd8bb4f6a97741,"egwnnet egwnnet chipathcx egwnnet chipathcx chipathcx chipathcx x-authentication-warning chipathcx pmatilai owned process -bs panu matilainen x-x-sender debian-style task-packages available x-mailscanner found clean found clean precedence reply-to freshrpms rpm discussion list x-original-date hashed times various lists finally got around something add ""rpm task"" sourceslist apt-get update find what's available 'apt-cache search ^task-' generated directly compsxml contain exactly packages get choosing various categories install time bother including srpms rather uninteresting want re-generate specs running btw repository contains task-packages need apt-enabled mirror sourceslist actually anything panu _______________________________________________ rpm-list mailing list"
2620,2620,0,01821.8c40839ff8502b2f68bc7295e1cf1371,[use perl] headlines precedence list x-bulkmail use perl daily headline mailer passing parrot pumpkin posted tuesday october perl journal ropes posted pudge tuesday october copyright pudge rights reserved message subscribed use perl stop receiving messages use perl add messages change preferences please user page log change preferences
2621,2621,0,01561.4d9ed1a0103b1a90cfd91921b9014124,webnotenet webnotenet lelandwoodburycom runner server leland woodbury user-agent en-us x-accept-language en-us david rees [razor-users] problem razor spamassassin references precedence x-original-date multi-part message mime format found nice little perl script purpose called rotate makes process rotating log files simple there's official source script find hosting provider paircom installed that's found however redistribution appears allowed i've attached good luck david rees wrote theo van dinter wrote mike burger wrote might better asking spamassassin-talk list folks almost definitely answer posted fairly lengthy complete answer problem around spamassassin-talk list post answered questions interaction razor question worried server full razor-agentlog files keep growing possible configure razor log via syslog make rotate searching man pages turn anything otherwise i'll write script user's home looking razor-agentlog files rotate periodically sfnet email sponsored osdn tired old get new free mailing list content-disposition inline ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ razor-users mailing list
2622,2622,0,00467.db0549489738f320732f286f74986743,lairxentcom localhostlocaldomain localhostlocaldomain x-authentication-warning localhostlocaldomain lgonze owned process -bs lucas gonze x-x-sender fork selling wedded bliss precedence friends rohit khare related anecdote eating restaurant chinatown boston place empty customer white guy reading asian-language newspaper guy asked waiter help translating word eventually story came married asian woman one introduction services year marriage charged assault left leaving contact information hanging around chinatown asking random asians help finding obviously know assault struck possibility mutual exploitation high anecdote number two college job street vendor guy worked lifer job noticably messed guy among odd characteristics fawned women customers stuff like offering flowers asked said he'd never sex woman prostitute dream save enough money get mail order bride really moved guy loon wanted companion much anyone else realistic chances
2623,2623,0,01347.5dd5701d8031b7142d587456be226816,phoboslabsnetnoteinccom phobos usw-sf-sshgatesourceforgenet usw-sf-netmiscsourceforgenet yyyyason local justin mason [sacvs] cvs spamassassin precedence x-original-date update directory modified files tag manifest log message removed old evolver index manifest rcs file retrieving revision retrieving revision diff --- manifest manifest ------------------------------------------------------- sfnet email sponsored jabber world's fastest growing real-time communications platform build _______________________________________________ spamassassin-commits mailing list
2624,2624,0,01853.0898df4ab8739dd95d821cb6cf834083,scripting i've hearing lot foaf acronym friend url gmt i've hearing lot foaf acronym friend friend rdf-based file format lets walk network people friends lot like network
2625,2625,0,00914.a24840d53c5f49a00e66fa4425e4626d,lairxentcom gremlinicsuciedu gremlinicsuciedu decentralization worth worrying message framework rohit khare x-mailer apple mail x-mailscanner found clean precedence friends rohit khare x-mime-autoconverted quoted-printable passionate believe todays profound problems networked applications caused centralization generically centralized political economic system permits one answer question decentralization permits many separate agents hold different opinions matter specific context software centralized variables contain one valid value time limits representing information according beliefs single agency changes slowly takes propagate nevertheless centralization basis todays popular architectural style developing network applications client-server interaction using request-response communication protocols believe profound limitations already encountering practice spam example eye beholder yet email protocols tools acknowledge separate interests senders receivers slamming another unfairly advantages bidder lowest-latency connection centralized auction server sharing ad-hoc wireless networks yet third example decentralized resource allocation furthermore abstract centralization-induced failures might seem today limits _not_ improve cost computing storage communication bandwidth continue plummet instead speed light human independence constitute _fundamental_ limits centralized information representation hence centralized software architecture
2626,2626,0,00830.3a2cadbd29e654a7cbbf64ba4bdc378d,"lairxentcom hotmailcom mail pickup service hotmailcom microsoft smtpsvc http gmt x-originating-ip ""russell turpin"" moment silence first amendment angry liberal yutes x-originalarrivaltime precedence friends rohit khare gregory alan bolcer sure since attended civics class quite time first amendment cover protected speech speech actions first two wrong first amendment protect speech supreme court decides protects happens include people consider hate speech unlike many nations laws hate speech per first amendment reason _________________________________________________________________ join worlds largest e-mail service msn hotmail"
2627,2627,0,00681.fd01c0551b4b72201697bfbd55bccd25,"lairxentcom isolnetsuxtechmonkeysnet invoked uid cdale americorpsvista precedence friends rohit khare pay's good insurance student loan future education non-compete status govt job year's service moved new orleans yesterday flying month start americorps training i'll setting community technology center used teach computer literacy skills low income folks like learning shit yeah wtf possibly find better jobs i'm sure i'll sorts things like helping folks taxes writing grants etc website wwwamericorpsorg -all- sorts jobs country someone survive small salary something might want take look since college getting grants scholarship child support dad load gone terrifically irs money make stock market way least get situation understand yes wait bottom line benefit motivation feelgood get type job i'm cindy take stocks mathematics anyway"" --huckleberry finn"
2628,2628,0,01538.5360a2f683734ab1db6aed00cb329fcb,barrymailmindspringnet barrymailmindspringnet belphegorehughes-familyorg userid x-bugzilla-reason assignedto [sadev] [bug rpm build puts wrong path files precedence spamassassin developers x-original-date changed |removed |added ---------------------------------------------------------------------------- cc| |spamassassin- assignedto|spamassassin- |spamassassin- ------- additional comments ------- i'm gonna fix one think best solution copy modified rules blib install rules files changed build time install time ------- receiving mail ------- assignee bug watching assignee list bug watching someone ------------------------------------------------------- sfnet email sponsored bythinkgeek welcome geek heaven _______________________________________________ spamassassin-devel mailing list
2629,2629,0,01065.b1ad1862ff2ceeb1bfc9cbdf3f87ebee,"gmt porstacshelsinkifi melkkicshelsinkifi porstacshelsinkifi melkkicshelsinkifi harri haataja freshrpms list content-disposition inline user-agent precedence reply-to freshrpms rpm discussion list x-original-date content-disposition inline quoted-printable title page login screen can't seem get apt indexes anymore something going additive ""not suitable vegetarians"" content-disposition inline -----begin pgp signature----- version gnupg comment info see -----end pgp signature----- _______________________________________________ rpm-list mailing list"
2630,2630,0,00464.5a7f552394a07524c4aa23b06c9e5915,"lairxentcom hotmailcom mail pickup service hotmailcom microsoft smtpsvc http gmt x-originating-ip ""russell turpin"" selling wedded bliss x-originalarrivaltime precedence friends rohit khare eugen leitl non-silly non-antiquated ideas relationships mostly short-duration relationships single-parented kids swallow quickly read traditional cultures today past statistics poor man's divorce centuries sure kids century england ""functional"" century saudi least viewpoint demographics sustainability gerontocracy resulting innovatiophobia we're wrong granting first two points i'm skeptical last see signs america specifically west generally suffering lack innovation vis-a-vis youth nations last read third generation revolution want move america failing importing everything american _________________________________________________________________ join worlds largest e-mail service msn hotmail"
